open,high,low,close,tick_volume,spread,real_volume
1.08739,1.08743,1.08737,1.0874,20,4,0
1.0874,1.0874,1.0873599999999999,1.0874,12,4,0
1.08741,1.08746,1.08741,1.08745,6,4,0
1.08746,1.08746,1.08744,1.08746,9,4,0
1.08745,1.08746,1.08743,1.08745,19,4,0
1.08745,1.08746,1.08735,1.0873599999999999,15,4,0
1.0873599999999999,1.08737,1.0873,1.0873,21,4,0
1.08731,1.08735,1.08729,1.08735,13,4,0
1.08735,1.08745,1.08735,1.08744,17,4,0
1.08745,1.08747,1.0874,1.08741,17,4,0
1.08741,1.08741,1.0874,1.0874,6,4,0
1.0874,1.08746,1.08735,1.08745,18,4,0
1.08745,1.08745,1.08738,1.0874,14,4,0
1.08741,1.08742,1.08738,1.0874,14,4,0
1.0874,1.08741,1.08739,1.0874,19,4,0
1.08741,1.08741,1.0873599999999999,1.0873599999999999,17,4,0
1.0873599999999999,1.0873599999999999,1.08725,1.0873,15,4,0
1.0873,1.08731,1.08727,1.08731,11,4,0
1.08731,1.08732,1.08727,1.08731,15,4,0
1.08731,1.08733,1.08727,1.08733,16,4,0
1.08732,1.08733,1.08731,1.08732,16,4,0
1.08732,1.08734,1.08731,1.08731,14,4,0
1.08731,1.08733,1.08731,1.08731,10,4,0
1.08727,1.08732,1.08725,1.0872600000000001,17,4,0
1.08727,1.08727,1.08712,1.08716,21,4,0
1.08717,1.08719,1.08715,1.08719,14,4,0
1.08719,1.08723,1.08717,1.08722,11,4,0
1.08722,1.08725,1.08718,1.08723,16,4,0
1.08722,1.08723,1.08721,1.08721,8,4,0
1.08722,1.0872600000000001,1.08719,1.08723,18,4,0
1.08722,1.08728,1.08722,1.08725,26,4,0
1.08725,1.0872600000000001,1.0872,1.08721,17,4,0
1.08721,1.08723,1.08721,1.08722,10,4,0
1.08722,1.08722,1.08715,1.08717,22,4,0
1.08718,1.08718,1.0871,1.0871,24,4,0
1.08711,1.08712,1.0871,1.08712,14,4,0
1.08712,1.08713,1.08711,1.08713,9,4,0
1.08713,1.08721,1.0871,1.08721,18,4,0
1.08721,1.08722,1.08716,1.08717,16,4,0
1.08718,1.0873,1.08718,1.0872600000000001,32,4,0
1.0872600000000001,1.0873,1.0872600000000001,1.08729,16,4,0
1.08729,1.08743,1.08727,1.08741,23,4,0
1.08741,1.08751,1.08739,1.08747,22,4,0
1.08747,1.08756,1.08747,1.08752,19,4,0
1.08752,1.08757,1.08746,1.08746,24,4,0
1.08746,1.08751,1.08737,1.08751,22,4,0
1.08751,1.08756,1.08741,1.08741,22,4,0
1.08742,1.08755,1.08741,1.08755,20,4,0
1.08756,1.08762,1.08753,1.08762,24,4,0
1.08761,1.08772,1.08761,1.08769,19,4,0
1.08768,1.08768,1.0876,1.08762,24,4,0
1.08761,1.08761,1.08749,1.08749,30,4,0
1.08748,1.08754,1.08744,1.08753,22,4,0
1.08754,1.08754,1.08743,1.08752,23,4,0
1.08752,1.08752,1.08747,1.08747,24,4,0
1.08747,1.08753,1.08745,1.08753,34,4,0
1.08752,1.08752,1.08742,1.08747,20,4,0
1.08748,1.08749,1.08738,1.08738,16,4,0
1.08738,1.08739,1.08734,1.08735,17,4,0
1.0873599999999999,1.08748,1.0873599999999999,1.08746,32,4,0
1.08744,1.08747,1.08741,1.08741,18,4,0
1.08741,1.08746,1.08738,1.08745,20,4,0
1.08743,1.0875,1.08743,1.0875,13,4,0
1.0875,1.08758,1.08749,1.08758,18,4,0
1.08761,1.08763,1.08757,1.08762,14,4,0
1.08763,1.08771,1.08763,1.08771,10,4,0
1.0877,1.08771,1.08763,1.08766,14,4,0
1.08766,1.08773,1.08762,1.08771,22,4,0
1.08771,1.08771,1.08761,1.08761,10,4,0
1.08761,1.08764,1.0876,1.08762,6,4,0
1.08762,1.08763,1.08756,1.08756,14,4,0
1.08753,1.08772,1.08745,1.08755,40,4,0
1.08754,1.08754,1.08738,1.0874,29,4,0
1.08741,1.08749,1.0874,1.08749,41,4,0
1.08748,1.08754,1.08743,1.08748,29,4,0
1.08748,1.08754,1.08742,1.08752,30,4,0
1.08751,1.08759,1.08751,1.08757,28,4,0
1.08756,1.08757,1.08741,1.08741,39,4,0
1.08742,1.08745,1.0873599999999999,1.0873599999999999,24,4,0
1.08737,1.08747,1.0872600000000001,1.08729,27,4,0
1.0873,1.08731,1.08724,1.08728,25,4,0
1.08727,1.08728,1.08721,1.08728,26,4,0
1.08729,1.08729,1.08723,1.08727,25,4,0
1.08727,1.08732,1.08723,1.08732,22,4,0
1.08731,1.08732,1.0872600000000001,1.0872600000000001,20,4,0
1.0872600000000001,1.08735,1.08723,1.08732,38,4,0
1.08732,1.08732,1.08724,1.0872600000000001,34,4,0
1.08722,1.08723,1.08712,1.08712,26,4,0
1.08712,1.08728,1.0871,1.0872600000000001,27,4,0
1.08723,1.08725,1.08721,1.08723,27,4,0
1.08719,1.08724,1.08718,1.08723,17,4,0
1.08724,1.08731,1.08722,1.08727,31,4,0
1.0872600000000001,1.08727,1.08723,1.08723,14,4,0
1.08723,1.08727,1.08722,1.08723,19,4,0
1.08723,1.08725,1.08717,1.08718,33,4,0
1.08717,1.08717,1.08708,1.08715,22,4,0
1.08717,1.08717,1.08708,1.08715,32,4,0
1.08715,1.08716,1.08708,1.08711,28,4,0
1.08711,1.08711,1.08682,1.08689,37,4,0
1.08689,1.08696,1.08682,1.0869,28,4,0
1.08689,1.08691,1.08681,1.08681,33,4,0
1.0867499999999999,1.0867499999999999,1.08653,1.08661,60,4,0
1.08662,1.08672,1.08652,1.08667,62,4,0
1.08668,1.08678,1.08661,1.08677,38,4,0
1.08677,1.0868,1.0867,1.08676,30,4,0
1.08677,1.08677,1.08655,1.08664,49,4,0
1.0866500000000001,1.08668,1.08645,1.08647,52,4,0
1.08646,1.08656,1.08645,1.08656,31,4,0
1.08657,1.08657,1.08647,1.08647,37,4,0
1.08647,1.0865,1.0864,1.08641,29,4,0
1.08641,1.08641,1.08628,1.08628,35,4,0
1.08628,1.08628,1.08611,1.08621,31,4,0
1.08623,1.08628,1.0861,1.08611,47,4,0
1.08611,1.08619,1.08605,1.08616,41,4,0
1.08616,1.08618,1.0861,1.08611,28,4,0
1.0861,1.0861,1.08599,1.08601,31,4,0
1.086,1.08601,1.08577,1.08597,58,4,0
1.08598,1.08601,1.08587,1.08593,38,4,0
1.08592,1.08593,1.08581,1.08586,40,4,0
1.08587,1.08588,1.08577,1.08583,33,4,0
1.08584,1.08588,1.08581,1.08582,31,4,0
1.08577,1.08581,1.08572,1.08576,42,4,0
1.08576,1.08587,1.08575,1.08584,35,4,0
1.08585,1.08586,1.0858,1.08581,29,4,0
1.08582,1.08593,1.0858,1.08589,24,4,0
1.08592,1.08609,1.08592,1.08605,40,4,0
1.0860400000000001,1.0860400000000001,1.08581,1.08582,37,4,0
1.0858,1.08583,1.08574,1.08582,40,4,0
1.08582,1.08587,1.08575,1.08583,35,4,0
1.08585,1.08593,1.08585,1.08593,29,4,0
1.08594,1.0860400000000001,1.0859,1.0860400000000001,34,4,0
1.0860400000000001,1.08609,1.08593,1.08596,47,4,0
1.08597,1.08597,1.08584,1.08588,35,4,0
1.08588,1.0860400000000001,1.08583,1.08602,41,4,0
1.08601,1.08605,1.08597,1.08597,34,4,0
1.08598,1.0860400000000001,1.08596,1.08602,43,4,0
1.08603,1.08612,1.08601,1.08607,38,4,0
1.08606,1.08606,1.08596,1.08602,28,4,0
1.08601,1.08603,1.08589,1.08589,38,4,0
1.08589,1.08602,1.08588,1.08602,28,4,0
1.08602,1.08608,1.08599,1.08607,25,4,0
1.08606,1.08607,1.08594,1.08596,20,4,0
1.08596,1.0861399999999999,1.08595,1.08611,31,4,0
1.08612,1.08622,1.08611,1.08622,18,4,0
1.08623,1.08626,1.08617,1.08623,39,4,0
1.08624,1.08632,1.08619,1.08632,28,4,0
1.08631,1.08632,1.08624,1.08629,35,4,0
1.08629,1.08638,1.08629,1.08635,32,4,0
1.08634,1.08645,1.0863,1.08631,39,4,0
1.08631,1.08634,1.08624,1.08626,30,3,0
1.08626,1.08637,1.08626,1.08632,29,4,0
1.08632,1.08635,1.08631,1.08635,13,4,0
1.08633,1.08637,1.0863,1.08637,18,4,0
1.08637,1.08647,1.08637,1.08642,16,4,0
1.08642,1.08647,1.08641,1.08646,21,4,0
1.08646,1.08652,1.08638,1.08641,36,4,0
1.08641,1.08649,1.08639,1.08648,22,4,0
1.08648,1.08653,1.0863,1.08631,33,4,0
1.08631,1.08639,1.08616,1.08616,33,4,0
1.08616,1.08623,1.0861399999999999,1.08617,45,4,0
1.08617,1.08629,1.08616,1.08621,48,4,0
1.08622,1.08635,1.08622,1.08635,36,4,0
1.08635,1.08644,1.08632,1.08632,36,4,0
1.08632,1.08649,1.08631,1.08647,28,4,0
1.08647,1.08653,1.08643,1.08653,38,4,0
1.08653,1.08653,1.08639,1.08641,34,4,0
1.0864,1.08647,1.08637,1.08637,25,4,0
1.08637,1.08648,1.08634,1.08648,31,4,0
1.08648,1.08667,1.08645,1.08667,30,4,0
1.08668,1.08668,1.08659,1.08662,25,4,0
1.08662,1.08676,1.08662,1.08676,21,4,0
1.08677,1.08683,1.08673,1.08682,23,4,0
1.08682,1.08683,1.08677,1.08678,22,4,0
1.08678,1.08678,1.08668,1.08672,26,4,0
1.08673,1.08678,1.08668,1.08677,29,4,0
1.08677,1.08679,1.08664,1.08664,33,4,0
1.0866500000000001,1.08671,1.08661,1.08669,25,4,0
1.08669,1.08671,1.0866,1.0866,36,3,0
1.08661,1.08661,1.08652,1.08652,30,4,0
1.08651,1.08653,1.08645,1.08651,26,4,0
1.08655,1.08658,1.08651,1.08652,24,4,0
1.08648,1.08648,1.08638,1.08646,37,4,0
1.08647,1.08656,1.08646,1.08651,29,4,0
1.08651,1.08652,1.08646,1.0865,21,4,0
1.08648,1.08654,1.08646,1.08646,25,4,0
1.08647,1.08648,1.08627,1.08627,25,4,0
1.08626,1.08626,1.08607,1.08607,29,4,0
1.08607,1.08607,1.08591,1.08591,30,4,0
1.08591,1.08595,1.08589,1.08591,21,4,0
1.08591,1.08594,1.08587,1.08587,15,4,0
1.08586,1.08589,1.08584,1.08589,18,4,0
1.08592,1.086,1.08587,1.08597,37,3,0
1.08597,1.08603,1.08591,1.08598,17,4,0
1.08598,1.08606,1.08596,1.08605,30,4,0
1.08605,1.0861399999999999,1.08605,1.0861,22,4,0
1.08609,1.08618,1.08609,1.08612,36,4,0
1.08613,1.08615,1.08607,1.0861399999999999,27,4,0
1.0861399999999999,1.08615,1.08607,1.08609,30,4,0
1.08608,1.08615,1.08607,1.0861,20,4,0
1.08612,1.08612,1.08597,1.086,37,4,0
1.086,1.08608,1.08599,1.08607,25,4,0
1.08606,1.0861,1.08603,1.08609,32,4,0
1.08608,1.08608,1.08599,1.08602,30,4,0
1.08601,1.08607,1.08586,1.08596,35,4,0
1.08596,1.08596,1.08583,1.08587,37,4,0
1.08587,1.08588,1.0858,1.08581,33,4,0
1.08581,1.08585,1.0858,1.08581,22,4,0
1.08581,1.08583,1.08579,1.08581,32,4,0
1.08582,1.0859,1.0858,1.08588,24,4,0
1.08588,1.0859,1.08581,1.08584,20,4,0
1.08584,1.0859,1.08583,1.08589,22,4,0
1.08589,1.086,1.08589,1.08596,20,4,0
1.08597,1.08612,1.08596,1.08605,22,4,0
1.08607,1.08609,1.08599,1.08602,23,4,0
1.08601,1.08602,1.08594,1.08596,17,4,0
1.08596,1.08598,1.08593,1.08598,25,4,0
1.08598,1.08599,1.0859,1.08591,27,4,0
1.08592,1.08595,1.08584,1.08586,21,4,0
1.08586,1.08588,1.0858,1.08586,33,4,0
1.08587,1.0859,1.0858,1.08584,33,4,0
1.08584,1.08586,1.08579,1.08583,25,4,0
1.08582,1.08583,1.08551,1.08562,44,4,0
1.08562,1.08567,1.08559,1.08561,24,4,0
1.08561,1.08578,1.08561,1.08577,32,4,0
1.08576,1.0858,1.08565,1.08566,30,4,0
1.08566,1.08575,1.08565,1.08571,32,4,0
1.0857,1.08572,1.08564,1.08567,17,4,0
1.08569,1.08569,1.08565,1.08568,20,4,0
1.08568,1.08578,1.08567,1.08572,29,4,0
1.08572,1.08574,1.08567,1.08567,27,4,0
1.08567,1.08574,1.08563,1.08566,36,4,0
1.08566,1.08574,1.08565,1.08568,27,4,0
1.08568,1.08568,1.08559,1.08559,26,4,0
1.08562,1.08565,1.08559,1.08563,24,4,0
1.08562,1.08568,1.08559,1.08562,16,4,0
1.08561,1.08575,1.08559,1.08573,21,4,0
1.08575,1.08584,1.08575,1.08576,26,4,0
1.08577,1.08583,1.08575,1.08582,25,4,0
1.08581,1.08582,1.08565,1.08567,26,4,0
1.08565,1.08565,1.08546,1.08546,41,4,0
1.08546,1.08552,1.08545,1.0855,23,4,0
1.08549,1.08551,1.08546,1.08547,26,4,0
1.08548,1.08555,1.08538,1.08539,32,4,0
1.0854,1.0856,1.08539,1.08559,33,4,0
1.0856,1.08568,1.08559,1.08563,27,4,0
1.08566,1.08569,1.08562,1.08567,27,4,0
1.08567,1.08579,1.08566,1.08572,27,4,0
1.08572,1.08572,1.08552,1.08561,30,4,0
1.08561,1.08563,1.08555,1.08563,32,4,0
1.08563,1.08564,1.08561,1.08561,20,4,0
1.08555,1.08561,1.0855299999999999,1.08557,30,4,0
1.08557,1.0857,1.08557,1.08567,22,4,0
1.08567,1.08568,1.08556,1.08556,20,4,0
1.08556,1.08562,1.08552,1.0856,29,4,0
1.08562,1.08568,1.08562,1.08562,23,4,0
1.08561,1.08566,1.08556,1.08557,28,4,0
1.08557,1.08563,1.08544,1.08545,19,4,0
1.08544,1.0855,1.0854,1.0854,28,4,0
1.08541,1.0855,1.08538,1.08541,34,4,0
1.08546,1.08547,1.08542,1.08544,24,4,0
1.08545,1.08545,1.0853,1.0853,24,4,0
1.0853,1.08532,1.08523,1.08526,29,4,0
1.08526,1.08541,1.08526,1.08536,23,4,0
1.08538,1.0854300000000001,1.08538,1.0854,18,4,0
1.0854,1.08541,1.08538,1.0854,17,4,0
1.0854,1.08541,1.08536,1.0854,22,4,0
1.08541,1.08546,1.08535,1.08546,28,4,0
1.08548,1.08552,1.08548,1.08551,10,4,0
1.08551,1.08572,1.08551,1.08566,36,4,0
1.08566,1.0857,1.0856,1.0856,26,4,0
1.0856,1.0858,1.08558,1.08577,25,3,0
1.08577,1.08582,1.08575,1.08581,25,4,0
1.08582,1.08586,1.08578,1.08581,28,4,0
1.0858,1.08582,1.08567,1.0857,29,4,0
1.0857,1.0858,1.0857,1.08576,28,4,0
1.08578,1.08583,1.08575,1.08581,31,4,0
1.08581,1.08585,1.08575,1.08576,34,4,0
1.08576,1.08592,1.08576,1.08592,21,4,0
1.08592,1.08597,1.08592,1.08597,16,4,0
1.08596,1.0861,1.08594,1.08606,25,4,0
1.08607,1.08607,1.0860400000000001,1.08606,28,4,0
1.08605,1.08612,1.08601,1.08611,32,4,0
1.08611,1.08616,1.08605,1.08612,37,4,0
1.08612,1.0861399999999999,1.08608,1.08613,15,4,0
1.08612,1.08617,1.08609,1.08616,27,4,0
1.08616,1.08629,1.08616,1.08628,27,4,0
1.08628,1.08638,1.08626,1.08631,25,4,0
1.08631,1.08634,1.08621,1.08621,17,4,0
1.08618,1.08627,1.08618,1.08624,26,4,0
1.08623,1.08624,1.08618,1.08623,20,4,0
1.08623,1.0863,1.0862,1.08622,35,4,0
1.08621,1.08628,1.08612,1.08626,27,4,0
1.08625,1.08633,1.08624,1.0863,23,4,0
1.08628,1.08643,1.08627,1.08643,26,4,0
1.08646,1.08647,1.08641,1.08645,22,4,0
1.08645,1.08647,1.0864,1.0864,23,4,0
1.08639,1.08645,1.08639,1.08645,21,4,0
1.08644,1.08645,1.08639,1.08643,23,4,0
1.08642,1.08643,1.08637,1.08642,22,4,0
1.08642,1.08644,1.08637,1.08642,22,4,0
1.08644,1.08648,1.08641,1.08642,17,4,0
1.08642,1.08643,1.08637,1.08641,15,4,0
1.08641,1.08642,1.08632,1.08633,23,4,0
1.08633,1.08642,1.08632,1.08637,12,4,0
1.08641,1.08643,1.08632,1.08634,18,4,0
1.08634,1.08634,1.08622,1.08625,17,4,0
1.08624,1.08624,1.08612,1.08618,19,4,0
1.08617,1.08617,1.08607,1.08607,37,4,0
1.08607,1.08607,1.08603,1.08605,12,4,0
1.08605,1.08608,1.08596,1.08596,31,4,0
1.08596,1.086,1.08591,1.08599,33,4,0
1.08598,1.0861,1.08588,1.08589,22,4,0
1.08589,1.08592,1.08587,1.08592,31,4,0
1.08592,1.08605,1.08589,1.08605,22,4,0
1.08605,1.08613,1.08603,1.08612,15,4,0
1.08613,1.08623,1.08612,1.08623,30,4,0
1.08622,1.08635,1.08622,1.0863,30,4,0
1.08629,1.08633,1.08622,1.08626,23,4,0
1.08627,1.08629,1.08619,1.08623,28,4,0
1.08624,1.08628,1.08623,1.08625,16,4,0
1.08626,1.08634,1.08626,1.08634,15,4,0
1.08635,1.08635,1.08628,1.08635,16,4,0
1.08636,1.08636,1.08628,1.08633,22,4,0
1.08633,1.08643,1.08632,1.08641,18,4,0
1.08642,1.08643,1.0863,1.08643,25,4,0
1.08643,1.0866,1.08643,1.08658,35,4,0
1.08658,1.08659,1.08653,1.08653,22,4,0
1.08653,1.0866,1.08652,1.08659,20,4,0
1.08658,1.08663,1.08657,1.08659,25,4,0
1.08659,1.08663,1.08658,1.0866,20,4,0
1.08659,1.08666,1.08653,1.08666,13,4,0
1.08666,1.08678,1.08662,1.08676,30,4,0
1.0867499999999999,1.08678,1.08663,1.08663,27,4,0
1.08663,1.08664,1.08657,1.08659,29,4,0
1.08659,1.08664,1.08653,1.08664,9,4,0
1.08664,1.08678,1.08664,1.08677,28,4,0
1.08679,1.08682,1.0867,1.08681,31,4,0
1.08682,1.08693,1.08677,1.08678,37,4,0
1.08679,1.08683,1.08678,1.08678,25,4,0
1.08679,1.08683,1.08679,1.08682,19,4,0
1.08682,1.08683,1.08678,1.08679,16,4,0
1.08679,1.08681,1.0867499999999999,1.08681,33,4,0
1.08685,1.08707,1.08685,1.08706,47,4,0
1.08706,1.08707,1.08699,1.08702,43,4,0
1.08702,1.08703,1.08699,1.08701,27,4,0
1.087,1.08702,1.08685,1.08687,41,4,0
1.08687,1.08701,1.08683,1.0869,39,4,0
1.08689,1.08689,1.08682,1.08685,38,4,0
1.08685,1.08692,1.08683,1.0869,35,4,0
1.08691,1.08692,1.08684,1.08687,29,4,0
1.08686,1.08689,1.0867499999999999,1.08687,43,4,0
1.08687,1.08687,1.0866500000000001,1.08666,33,4,0
1.08666,1.08669,1.08658,1.08658,32,4,0
1.08656,1.08662,1.08648,1.08657,33,4,0
1.08657,1.08666,1.08656,1.08666,21,4,0
1.08667,1.08674,1.0866,1.0866500000000001,35,4,0
1.08669,1.08679,1.08659,1.08661,36,4,0
1.08662,1.08671,1.08656,1.08671,42,4,0
1.08671,1.08671,1.08655,1.08656,41,4,0
1.08655,1.0866500000000001,1.08646,1.08661,52,4,0
1.0866,1.08667,1.08655,1.0866500000000001,40,4,0
1.08667,1.08689,1.08666,1.08689,51,4,0
1.0869,1.08699,1.0869,1.08696,30,4,0
1.08697,1.08702,1.08689,1.08691,50,4,0
1.08689,1.08695,1.0867,1.08671,41,4,0
1.08672,1.08684,1.08672,1.08679,47,4,0
1.08684,1.08686,1.08645,1.08654,49,4,0
1.08653,1.08655,1.08643,1.08644,22,4,0
1.08644,1.08644,1.08629,1.0863,28,4,0
1.0863,1.08662,1.0863,1.08657,43,4,0
1.08657,1.08668,1.08623,1.08623,58,4,0
1.0864,1.08974,1.0864,1.08825,187,4,0
1.0882,1.08914,1.08811,1.08869,112,4,0
1.0887,1.08925,1.08868,1.08921,91,4,0
1.08931,1.08957,1.08915,1.08936,98,4,0
1.08944,1.08964,1.08895,1.08896,95,4,0
1.08899,1.08934,1.08886,1.08926,87,4,0
1.08939,1.08986,1.08935,1.08979,83,4,0
1.08975,1.08993,1.08965,1.08981,87,3,0
1.08985,1.09028,1.08979,1.09011,80,4,0
1.0901,1.09049,1.0901,1.0904,87,4,0
1.09039,1.09054,1.09004,1.09004,69,4,0
1.09006,1.09007,1.08967,1.0899,77,4,0
1.08989,1.09011,1.08964,1.08964,76,4,0
1.08964,1.0897000000000001,1.08946,1.0895299999999999,67,4,0
1.08963,1.08997,1.08962,1.08996,90,4,0
1.08993,1.09026,1.08993,1.09018,84,4,0
1.09018,1.09018,1.08967,1.08978,75,4,0
1.08979,1.08996,1.08976,1.08985,75,4,0
1.08986,1.08997,1.08955,1.08961,73,4,0
1.08961,1.08975,1.08944,1.08972,67,4,0
1.0897000000000001,1.08973,1.08934,1.08946,76,4,0
1.08946,1.08967,1.08946,1.0896,64,4,0
1.08958,1.08996,1.08956,1.08993,75,4,0
1.08993,1.09,1.08982,1.08992,55,4,0
1.08991,1.09006,1.08966,1.08966,56,4,0
1.08966,1.08991,1.08966,1.08972,65,4,0
1.08974,1.08974,1.0891,1.08916,68,4,0
1.0891,1.08911,1.08871,1.08887,63,4,0
1.08886,1.08905,1.0884800000000001,1.08856,86,4,0
1.08856,1.08865,1.08853,1.08861,61,4,0
1.08867,1.08886,1.08845,1.0888,82,4,0
1.08878,1.08896,1.0886,1.08862,66,4,0
1.08862,1.08876,1.0883099999999999,1.08837,67,4,0
